articleName,articleTime,articleUrl,articleWriter
Моделирование системы интеллектуальной поддержки экипажа с использованием стенда полунатурного моделирования,2020 ,https://cyberleninka.ru/article//article/n/modelirovanie-sistemy-intellektualnoy-podderzhki-ekipazha-s-ispolzovaniem-stenda-polunaturnogo-modelirovaniya," Бабиченко Андрей Викторович, Сухомлинов Алексей Борисович, Шевадронов Александр Сергеевич, Бабиченко Анастасия Андреевна, Воробьев Александр Анатольевич, Елесин Илья Алексеевич, Кожин Владислав Романович, Тектов Матвей Викторович"
Моделирование формирования изображения космическим гиперспектрометром по схеме Оффнера,2020 ,https://cyberleninka.ru/article//article/n/modelirovanie-formirovaniya-izobrazheniya-kosmicheskim-giperspektrometrom-po-sheme-offnera," Расторгуев Андрей Алексеевич, Харитонов Сергей Иванович, Казанский Николай Львович"
Реализация программного обеспечения для построения графов с целью решения задачи проектирования оптимальных структур инженерно-технических систем,2019 ,https://cyberleninka.ru/article//article/n/realizatsiya-programmnogo-obespecheniya-dlya-postroeniya-grafov-s-tselyu-resheniya-zadachi-proektirovaniya-optimalnyh-struktur," Карандеев Денис Юрьевич, Карандеева Ирина Юрьевна"
Преимущества применения меры неопределённости информации в расчёте структурной надёжности инженерно-технической системы,2019 ,https://cyberleninka.ru/article//article/n/preimuschestva-primeneniya-mery-neopredelyonnosti-informatsii-v-raschyote-strukturnoy-nadyozhnosti-inzhenerno-tehnicheskoy-sistemy," Карандеев Денис Юрьевич, Карандеева Ирина Юрьевна"
Возможность использования марковских процессов для определения энтропии технической системы,2019 ,https://cyberleninka.ru/article//article/n/vozmozhnost-ispolzovaniya-markovskih-protsessov-dlya-opredeleniya-entropii-tehnicheskoy-sistemy, Кондрат Нина Николаевна
"Разработка модуля автоматического формирования отчётов для автоматизированной информационной системы ""Абитуриент"" ХГУ им. Н. Ф. Катанова",2019 ,https://cyberleninka.ru/article//article/n/razrabotka-modulya-avtomaticheskogo-formirovaniya-otchyotov-dlya-avtomatizirovannoy-informatsionnoy-sistemy-abiturient-hgu-im-n-f, Харлов Игорь Александрович
Сравнительный анализ способов размещения и запуска программных роботов,2020 ,https://cyberleninka.ru/article//article/n/sravnitelnyy-analiz-sposobov-razmescheniya-i-zapuska-programmnyh-robotov, Фахретдинова А. И.
Моделирование процессов интеграции сети хранения данных,2020 ,https://cyberleninka.ru/article//article/n/modelirovanie-protsessov-integratsii-seti-hraneniya-dannyh, Куваев Егор Игоревич
Обоснование достаточности ИТСО объекта с помощью технологии имитационного моделирования,2020 ,https://cyberleninka.ru/article//article/n/obosnovanie-dostatochnosti-itso-obekta-s-pomoschyu-tehnologii-imitatsionnogo-modelirovaniya," Мосолов Александр Сергеевич, Мосолов Александр Александрович, Малиничев Дмитрий Михайлович"
Концептуальная модель распределенной системы мониторинга ключевых показателей эффективности,2020 ,https://cyberleninka.ru/article//article/n/kontseptualnaya-model-raspredelennoy-sistemy-monitoringa-klyuchevyh-pokazateley-effektivnosti, Скубников Кирилл Сергеевич
Разработка политики информационной безопасности компании,2020 ,https://cyberleninka.ru/article//article/n/razrabotka-politiki-informatsionnoy-bezopasnosti-kompanii," Малиничев Д. М., Михалева М. Г."
Исследование эффективности восстановления КАМ-символов неполной длительности в OFDM-сигнале,2020 ,https://cyberleninka.ru/article//article/n/issledovanie-effektivnosti-vosstanovleniya-kam-simvolov-nepolnoy-dlitelnosti-v-ofdm-signale," Юзькив Руслан Романович, Федосеев Виктор Андреевич, Мясников Владислав Валерьевич, Сергеев Владислав Викторович"
